event_id,room_id,room,room_slug,mode,repetition,event_index,source_filename,input_file,prediction_file,prediction_row,selected_for_paper,selected_for_demo,source_clipped,pre_clap_snr_db,valid_input_samples,valid_input_duration_s,sample_rate,duration_s,recorded_audio,inferred_audio,prediction_checkpoint,checkpoint_sha256,selection_rule,input_sha256,prediction_array_sha256
room01_P3_r1_event10,1,Medium-size meeting room,medium_size_meeting_room,P3,1,10,Medium Size Meeting Room.m4a,reports/phone_clap_demo/results/segments/m4a/room01_MediumSizeMeetingRoom_m4a_ev10_P3_r1.wav,runs/e6_phone_raw_cache/raw_v1_seed42001_batch008.npy,2,False,False,False,20.984156541241852,44100,1.0,44100,1.0,audio/phone_recordings/medium_size_meeting_room/P3_r1.wav,audio/inferred_rirs/medium_size_meeting_room/P3_r1.wav,runs/matched_reg_1s/hybrid_shoebox_mit_but_ace_1000ms_full_c1_vm_seed42001/model_updates20000.pt,fa83b4108777231ef557379e8f7478aea1ab63f3e95449382edeaf85442d87fc,all normal protocol events; existing selected_for_demo flag retained,25b47c24ab8c5dbc428030bdab90844b7fd3e9de800ca3b171f115b15f7a9656,4e2b398078f86992ac3de79c92bc0d2f14af045d868ff6ecf19d3be01ff2202c
room01_P3_r2_event11,1,Medium-size meeting room,medium_size_meeting_room,P3,2,11,Medium Size Meeting Room.m4a,reports/phone_clap_demo/results/segments/m4a/room01_MediumSizeMeetingRoom_m4a_ev11_P3_r2.wav,reports/phone_spectral_review/predictions.npz,2,True,True,False,25.25814871423656,44100,1.0,44100,1.0,audio/phone_recordings/medium_size_meeting_room/P3_r2.wav,audio/inferred_rirs/medium_size_meeting_room/P3_r2.wav,runs/matched_reg_1s/hybrid_shoebox_mit_but_ace_1000ms_full_c1_vm_seed42001/model_updates20000.pt,fa83b4108777231ef557379e8f7478aea1ab63f3e95449382edeaf85442d87fc,"M4A normal protocol claps only, exclude clipped; highest existing pre-clap SNR per room/mode; event-index then filename tie break; all eight modes in protocol order",791af1676dafc0c9a23345ca70c3f4340e9d3b9be32020f00cb92c7d4f0b7a3f,faee2e06ed924b20cc18db946d5ee2fff6a22cd8f1a6c79a09bf4c137542f9b3
room01_P3_r3_event12,1,Medium-size meeting room,medium_size_meeting_room,P3,3,12,Medium Size Meeting Room.m4a,reports/phone_clap_demo/results/segments/m4a/room01_MediumSizeMeetingRoom_m4a_ev12_P3_r3.wav,runs/e6_phone_raw_cache/raw_v1_seed42001_batch008.npy,4,False,False,False,23.434012551854444,44100,1.0,44100,1.0,audio/phone_recordings/medium_size_meeting_room/P3_r3.wav,audio/inferred_rirs/medium_size_meeting_room/P3_r3.wav,runs/matched_reg_1s/hybrid_shoebox_mit_but_ace_1000ms_full_c1_vm_seed42001/model_updates20000.pt,fa83b4108777231ef557379e8f7478aea1ab63f3e95449382edeaf85442d87fc,all normal protocol events; existing selected_for_demo flag retained,05a4ec11bb195453b4e9063d315db2a78a7c7d894ac6cc51f040dd31c8d1e1e1,d7bfda813f1929a0819992861d24e92adee150d772e1a401444709e83035eec1
room01_P3_r4_event13,1,Medium-size meeting room,medium_size_meeting_room,P3,4,13,Medium Size Meeting Room.m4a,reports/phone_clap_demo/results/segments/m4a/room01_MediumSizeMeetingRoom_m4a_ev13_P3_r4.wav,runs/e6_phone_raw_cache/raw_v1_seed42001_batch008.npy,5,False,False,False,21.6263361465911,44100,1.0,44100,1.0,audio/phone_recordings/medium_size_meeting_room/P3_r4.wav,audio/inferred_rirs/medium_size_meeting_room/P3_r4.wav,runs/matched_reg_1s/hybrid_shoebox_mit_but_ace_1000ms_full_c1_vm_seed42001/model_updates20000.pt,fa83b4108777231ef557379e8f7478aea1ab63f3e95449382edeaf85442d87fc,all normal protocol events; existing selected_for_demo flag retained,12ec8867c9eda95af46aec24660745fd84f7c265cdee1fc9ce7e795daae470fb,0688af912ec9cea929e7cd098491e197dd6f01f976325ea4e4c2c908f487ed78
room01_P3_r5_event14,1,Medium-size meeting room,medium_size_meeting_room,P3,5,14,Medium Size Meeting Room.m4a,reports/phone_clap_demo/results/segments/m4a/room01_MediumSizeMeetingRoom_m4a_ev14_P3_r5.wav,runs/e6_phone_raw_cache/raw_v1_seed42001_batch008.npy,6,False,False,False,22.36125994294189,44100,1.0,44100,1.0,audio/phone_recordings/medium_size_meeting_room/P3_r5.wav,audio/inferred_rirs/medium_size_meeting_room/P3_r5.wav,runs/matched_reg_1s/hybrid_shoebox_mit_but_ace_1000ms_full_c1_vm_seed42001/model_updates20000.pt,fa83b4108777231ef557379e8f7478aea1ab63f3e95449382edeaf85442d87fc,all normal protocol events; existing selected_for_demo flag retained,beba05df20142d9b4bc715f1593b451a3cdba836e67ddc4fcefdb0e966a859a1,61e01f4bd3c00dda1089d5970d634dd4933987b430f14eba718f9d17c01d6776
room01_A1_r1_event15,1,Medium-size meeting room,medium_size_meeting_room,A1,1,15,Medium Size Meeting Room.m4a,reports/phone_clap_demo/results/segments/m4a/room01_MediumSizeMeetingRoom_m4a_ev15_A1_r1.wav,reports/phone_spectral_review/predictions.npz,3,True,True,False,24.651732299956443,44100,1.0,44100,1.0,audio/phone_recordings/medium_size_meeting_room/A1_r1.wav,audio/inferred_rirs/medium_size_meeting_room/A1_r1.wav,runs/matched_reg_1s/hybrid_shoebox_mit_but_ace_1000ms_full_c1_vm_seed42001/model_updates20000.pt,fa83b4108777231ef557379e8f7478aea1ab63f3e95449382edeaf85442d87fc,"M4A normal protocol claps only, exclude clipped; highest existing pre-clap SNR per room/mode; event-index then filename tie break; all eight modes in protocol order",9cb4cc1e7c140f8ca7c5fa87c31490501d2b55c4bdf32f5f6a290a1bf7159bae,8de7f767415e827582ec31ffc64090c3add755fef4e4a4bab095795dc23bd0da
room01_A1_r2_event16,1,Medium-size meeting room,medium_size_meeting_room,A1,2,16,Medium Size Meeting Room.m4a,reports/phone_clap_demo/results/segments/m4a/room01_MediumSizeMeetingRoom_m4a_ev16_A1_r2.wav,runs/e6_phone_raw_cache/raw_v1_seed42001_batch016.npy,0,False,False,False,23.089445957365474,44100,1.0,44100,1.0,audio/phone_recordings/medium_size_meeting_room/A1_r2.wav,audio/inferred_rirs/medium_size_meeting_room/A1_r2.wav,runs/matched_reg_1s/hybrid_shoebox_mit_but_ace_1000ms_full_c1_vm_seed42001/model_updates20000.pt,fa83b4108777231ef557379e8f7478aea1ab63f3e95449382edeaf85442d87fc,all normal protocol events; existing selected_for_demo flag retained,2d403373399f66d6c50d4fe9fe44d327765bb6b7eab2f13e51ab5121c236cb25,8c0b434112d2c44d037274eb8e2845a6c6da58541293f4d115dd7dd102c7e310
room01_A1_r3_event17,1,Medium-size meeting room,medium_size_meeting_room,A1,3,17,Medium Size Meeting Room.m4a,reports/phone_clap_demo/results/segments/m4a/room01_MediumSizeMeetingRoom_m4a_ev17_A1_r3.wav,runs/e6_phone_raw_cache/raw_v1_seed42001_batch016.npy,1,False,False,False,24.285803844023164,44100,1.0,44100,1.0,audio/phone_recordings/medium_size_meeting_room/A1_r3.wav,audio/inferred_rirs/medium_size_meeting_room/A1_r3.wav,runs/matched_reg_1s/hybrid_shoebox_mit_but_ace_1000ms_full_c1_vm_seed42001/model_updates20000.pt,fa83b4108777231ef557379e8f7478aea1ab63f3e95449382edeaf85442d87fc,all normal protocol events; existing selected_for_demo flag retained,ff19f076358d20b4dd2d57a8bac00f69bcf5e269938a400c0a1f7d899895d86c,1cf5a783152dfbd6103bc6525952673195728f6494ae9f44e73fdfa36c3af3b2
room01_A1_r4_event18,1,Medium-size meeting room,medium_size_meeting_room,A1,4,18,Medium Size Meeting Room.m4a,reports/phone_clap_demo/results/segments/m4a/room01_MediumSizeMeetingRoom_m4a_ev18_A1_r4.wav,runs/e6_phone_raw_cache/raw_v1_seed42001_batch016.npy,2,False,False,False,23.009170768444353,44100,1.0,44100,1.0,audio/phone_recordings/medium_size_meeting_room/A1_r4.wav,audio/inferred_rirs/medium_size_meeting_room/A1_r4.wav,runs/matched_reg_1s/hybrid_shoebox_mit_but_ace_1000ms_full_c1_vm_seed42001/model_updates20000.pt,fa83b4108777231ef557379e8f7478aea1ab63f3e95449382edeaf85442d87fc,all normal protocol events; existing selected_for_demo flag retained,4df9f7f635306c69eb3295159f631f9e8147ad38aba8a5f31e2d6dc193e0c698,574e7706f8b4cd0af739264307592e56c549dd6835ac924ab3e82bbe601b2e47
room01_A1_r5_event19,1,Medium-size meeting room,medium_size_meeting_room,A1,5,19,Medium Size Meeting Room.m4a,reports/phone_clap_demo/results/segments/m4a/room01_MediumSizeMeetingRoom_m4a_ev19_A1_r5.wav,runs/e6_phone_raw_cache/raw_v1_seed42001_batch016.npy,3,False,False,False,23.157569918791456,44100,1.0,44100,1.0,audio/phone_recordings/medium_size_meeting_room/A1_r5.wav,audio/inferred_rirs/medium_size_meeting_room/A1_r5.wav,runs/matched_reg_1s/hybrid_shoebox_mit_but_ace_1000ms_full_c1_vm_seed42001/model_updates20000.pt,fa83b4108777231ef557379e8f7478aea1ab63f3e95449382edeaf85442d87fc,all normal protocol events; existing selected_for_demo flag retained,2d43124d9512e79e25995799cb6ba77dbea31d4f8e12223e5dd25a9af57aac52,f9a01e67aac6c0d7d702f24eaac7b81eccb8893af8638624d750064f6e9d3dbd
room01_A2_r1_event20,1,Medium-size meeting room,medium_size_meeting_room,A2,1,20,Medium Size Meeting Room.m4a,reports/phone_clap_demo/results/segments/m4a/room01_MediumSizeMeetingRoom_m4a_ev20_A2_r1.wav,runs/e6_phone_raw_cache/raw_v1_seed42001_batch016.npy,4,False,False,False,22.480705277052312,43262,0.9809977324263038,44100,1.0,audio/phone_recordings/medium_size_meeting_room/A2_r1.wav,audio/inferred_rirs/medium_size_meeting_room/A2_r1.wav,runs/matched_reg_1s/hybrid_shoebox_mit_but_ace_1000ms_full_c1_vm_seed42001/model_updates20000.pt,fa83b4108777231ef557379e8f7478aea1ab63f3e95449382edeaf85442d87fc,all normal protocol events; existing selected_for_demo flag retained,3988a80e9d30a87a93af386637f856422f1e2a3fd4f0cb8b10f6659d06aff3d0,f1468e42939b8906948c2923205b16959358847e3caf9b88843385a3298600e7
room01_A2_r2_event21,1,Medium-size meeting room,medium_size_meeting_room,A2,2,21,Medium Size Meeting Room.m4a,reports/phone_clap_demo/results/segments/m4a/room01_MediumSizeMeetingRoom_m4a_ev21_A2_r2.wav,runs/e6_phone_raw_cache/raw_v1_seed42001_batch016.npy,5,False,False,False,24.104622459611402,44100,1.0,44100,1.0,audio/phone_recordings/medium_size_meeting_room/A2_r2.wav,audio/inferred_rirs/medium_size_meeting_room/A2_r2.wav,runs/matched_reg_1s/hybrid_shoebox_mit_but_ace_1000ms_full_c1_vm_seed42001/model_updates20000.pt,fa83b4108777231ef557379e8f7478aea1ab63f3e95449382edeaf85442d87fc,all normal protocol events; existing selected_for_demo flag retained,02a7c753cfe40b3a0e5dc4606226e46d87e7d7816ccbcc6c7ffb1325cec3d05d,fa912d7e596ac489248591b5ac0c6ed316c9e241ddf75217be5d18a0d0239b8b
room01_A2_r3_event22,1,Medium-size meeting room,medium_size_meeting_room,A2,3,22,Medium Size Meeting Room.m4a,reports/phone_clap_demo/results/segments/m4a/room01_MediumSizeMeetingRoom_m4a_ev22_A2_r3.wav,runs/e6_phone_raw_cache/raw_v1_seed42001_batch016.npy,6,False,False,False,20.232719230655032,44100,1.0,44100,1.0,audio/phone_recordings/medium_size_meeting_room/A2_r3.wav,audio/inferred_rirs/medium_size_meeting_room/A2_r3.wav,runs/matched_reg_1s/hybrid_shoebox_mit_but_ace_1000ms_full_c1_vm_seed42001/model_updates20000.pt,fa83b4108777231ef557379e8f7478aea1ab63f3e95449382edeaf85442d87fc,all normal protocol events; existing selected_for_demo flag retained,fa5180b12d36eeb4ad37179b618ff6a656d20b941afc21591b68261952026db6,2c3eb9d4ef9a4e86ade3ca8ba83eeaff907bad4bbc56cb1cf947c4e3b7d22182
room01_A2_r4_event23,1,Medium-size meeting room,medium_size_meeting_room,A2,4,23,Medium Size Meeting Room.m4a,reports/phone_clap_demo/results/segments/m4a/room01_MediumSizeMeetingRoom_m4a_ev23_A2_r4.wav,reports/phone_spectral_review/predictions.npz,4,True,True,False,27.898784636486777,44100,1.0,44100,1.0,audio/phone_recordings/medium_size_meeting_room/A2_r4.wav,audio/inferred_rirs/medium_size_meeting_room/A2_r4.wav,runs/matched_reg_1s/hybrid_shoebox_mit_but_ace_1000ms_full_c1_vm_seed42001/model_updates20000.pt,fa83b4108777231ef557379e8f7478aea1ab63f3e95449382edeaf85442d87fc,"M4A normal protocol claps only, exclude clipped; highest existing pre-clap SNR per room/mode; event-index then filename tie break; all eight modes in protocol order",9bd57b2dd7266b77e7c48ede7f98d236aad204e985f4d20543ae4afe8d34add0,748234eaa25d80d69b52538413e5848ea36d59c5fe26a7b4033b1600b21132bf
room01_A2_r5_event24,1,Medium-size meeting room,medium_size_meeting_room,A2,5,24,Medium Size Meeting Room.m4a,reports/phone_clap_demo/results/segments/m4a/room01_MediumSizeMeetingRoom_m4a_ev24_A2_r5.wav,runs/e6_phone_raw_cache/raw_v1_seed42001_batch024.npy,0,False,False,False,22.096317944289794,44100,1.0,44100,1.0,audio/phone_recordings/medium_size_meeting_room/A2_r5.wav,audio/inferred_rirs/medium_size_meeting_room/A2_r5.wav,runs/matched_reg_1s/hybrid_shoebox_mit_but_ace_1000ms_full_c1_vm_seed42001/model_updates20000.pt,fa83b4108777231ef557379e8f7478aea1ab63f3e95449382edeaf85442d87fc,all normal protocol events; existing selected_for_demo flag retained,bce58421ce3f31b02219bbd6a512c608fbe097aa0136efd8eab8f6433b21d89e,dd202645355132da97f9b4cae754376f361a26efff377e494aaba1c11403b1e0
room01_A3_r1_event25,1,Medium-size meeting room,medium_size_meeting_room,A3,1,25,Medium Size Meeting Room.m4a,reports/phone_clap_demo/results/segments/m4a/room01_MediumSizeMeetingRoom_m4a_ev25_A3_r1.wav,runs/e6_phone_raw_cache/raw_v1_seed42001_batch024.npy,1,False,False,False,19.47270787714882,42983,0.974671201814059,44100,1.0,audio/phone_recordings/medium_size_meeting_room/A3_r1.wav,audio/inferred_rirs/medium_size_meeting_room/A3_r1.wav,runs/matched_reg_1s/hybrid_shoebox_mit_but_ace_1000ms_full_c1_vm_seed42001/model_updates20000.pt,fa83b4108777231ef557379e8f7478aea1ab63f3e95449382edeaf85442d87fc,all normal protocol events; existing selected_for_demo flag retained,52c791d531ef95edcbaba46354dd695dd7b04cb331847eb6cbedcb8ebe982207,2f9d9203a933d2ecb58d3b3501aec1b4cdf0263a2ae2433e90a356671a93c886
room01_A3_r2_event26,1,Medium-size meeting room,medium_size_meeting_room,A3,2,26,Medium Size Meeting Room.m4a,reports/phone_clap_demo/results/segments/m4a/room01_MediumSizeMeetingRoom_m4a_ev26_A3_r2.wav,runs/e6_phone_raw_cache/raw_v1_seed42001_batch024.npy,2,False,False,False,20.980033089882674,44100,1.0,44100,1.0,audio/phone_recordings/medium_size_meeting_room/A3_r2.wav,audio/inferred_rirs/medium_size_meeting_room/A3_r2.wav,runs/matched_reg_1s/hybrid_shoebox_mit_but_ace_1000ms_full_c1_vm_seed42001/model_updates20000.pt,fa83b4108777231ef557379e8f7478aea1ab63f3e95449382edeaf85442d87fc,all normal protocol events; existing selected_for_demo flag retained,bbe7cad3d884890c10c22ed567a2a2c093a16c0d37d5729a462a5aaeb2f76246,5ab57c9d81566b9f32c2cff0d8ded6ae0f87a6e60c131862d805c1ec363545d5
room01_A3_r3_event27,1,Medium-size meeting room,medium_size_meeting_room,A3,3,27,Medium Size Meeting Room.m4a,reports/phone_clap_demo/results/segments/m4a/room01_MediumSizeMeetingRoom_m4a_ev27_A3_r3.wav,runs/e6_phone_raw_cache/raw_v1_seed42001_batch024.npy,3,False,False,False,21.980745573242643,44100,1.0,44100,1.0,audio/phone_recordings/medium_size_meeting_room/A3_r3.wav,audio/inferred_rirs/medium_size_meeting_room/A3_r3.wav,runs/matched_reg_1s/hybrid_shoebox_mit_but_ace_1000ms_full_c1_vm_seed42001/model_updates20000.pt,fa83b4108777231ef557379e8f7478aea1ab63f3e95449382edeaf85442d87fc,all normal protocol events; existing selected_for_demo flag retained,40b7ef9e273f605ea42f55a276ca7613fe6aee58a53e6685885f62ff93ab01ec,13cdb00f7d28f137e479d55b57c5eb37705dcc44489309ff4a47fe01fbb2c220
room01_A3_r4_event28,1,Medium-size meeting room,medium_size_meeting_room,A3,4,28,Medium Size Meeting Room.m4a,reports/phone_clap_demo/results/segments/m4a/room01_MediumSizeMeetingRoom_m4a_ev28_A3_r4.wav,runs/e6_phone_raw_cache/raw_v1_seed42001_batch024.npy,4,False,False,False,23.006907568096523,44100,1.0,44100,1.0,audio/phone_recordings/medium_size_meeting_room/A3_r4.wav,audio/inferred_rirs/medium_size_meeting_room/A3_r4.wav,runs/matched_reg_1s/hybrid_shoebox_mit_but_ace_1000ms_full_c1_vm_seed42001/model_updates20000.pt,fa83b4108777231ef557379e8f7478aea1ab63f3e95449382edeaf85442d87fc,all normal protocol events; existing selected_for_demo flag retained,fa0dffbbf8ef2dd7bbbb0759447c09070a1a6792eaaf58f4ace0b27d50300ade,ac2a999056e8dcb3c9ccbacd0c2bbf219b1f1fb1d01e4566dd2ec2deeda5da65
room01_A3_r5_event29,1,Medium-size meeting room,medium_size_meeting_room,A3,5,29,Medium Size Meeting Room.m4a,reports/phone_clap_demo/results/segments/m4a/room01_MediumSizeMeetingRoom_m4a_ev29_A3_r5.wav,reports/phone_spectral_review/predictions.npz,5,True,True,False,24.523874208652682,44100,1.0,44100,1.0,audio/phone_recordings/medium_size_meeting_room/A3_r5.wav,audio/inferred_rirs/medium_size_meeting_room/A3_r5.wav,runs/matched_reg_1s/hybrid_shoebox_mit_but_ace_1000ms_full_c1_vm_seed42001/model_updates20000.pt,fa83b4108777231ef557379e8f7478aea1ab63f3e95449382edeaf85442d87fc,"M4A normal protocol claps only, exclude clipped; highest existing pre-clap SNR per room/mode; event-index then filename tie break; all eight modes in protocol order",4d388e385c70e66cf494941d768240d24b28fa4316581c289db2afd46eabbc9b,01d0cd59dc7e232b6ef4ced8320c13ee252b0c04260eba83f374d6632e8b2e30
